title,median,max,range,var,std,97q,99q,iqr,3sigma_cnt,5sigma_cnt,7sigma_cnt,6iqr_cnt,skew,kurt,flag
1016_0_original,0.002440738340420358,0.48802833097397164,0.48802833097397164,0.00021830964383078296,0.01477530520262722,0.03158885780491094,0.07459326223860825,0.004385003557302719,0.01789689153365175,0.009149785796579457,0.0049328307289627634,0.05079361528394537,8.585279983742808,113.33112339132363,0
10170_0_original,0.003892133106510034,0.7597107201751024,0.7597107201751024,0.000998015738036373,0.031591387086298904,0.08107818452222913,0.1686655131899129,0.007545975681012826,0.02048075524882272,0.009843290343508462,0.005190098544759007,0.07882462164852742,6.539699875012193,56.78567093927853,0
10171_0_original,0.007151423040899979,0.31918526162115507,0.31918526162115507,0.0002367147455941646,0.015385536896519555,0.04067412366475717,0.07694127680651004,0.010509006848060064,0.016252614623997495,0.007606178901801993,0.0041050994955313695,0.024597040301562623,5.6649013327418425,50.94178247590739,0
10172_0_original,0.017115412355715807,0.8769452493370634,0.8769452493370634,0.0040581356953481845,0.0637034982975675,0.20785933189345243,0.32583076087446755,0.03589227407658252,0.02473126698806501,0.008008858961309158,0.0024608225858771156,0.0527063455666044,4.047950609153837,22.90498462774755,0
10173_0_original,0.010748968128325135,0.5522239657628948,0.5522239657628948,0.0013470988385070044,0.03670284510098644,0.12051616609515921,0.1772864151464507,0.027597765393530524,0.022404671088690282,0.005749376405185624,0.001498864665943334,0.034473887316696684,3.2603099290862194,15.994938566253555,0
10174_0_original,0.005726593882291653,0.6974594566207529,0.6974594566207529,0.0018855883697123104,0.04342336202682043,0.1301522242814998,0.22272944654768698,0.01837144831143198,0.022371114417064686,0.008534580150110178,0.002997729331886668,0.07438395543674008,4.552906729659266,29.264581808183337,0
10175_0_original,0.004865804896201134,0.6577591684194716,0.6577591684194716,0.001880498193882743,0.04336471138936293,0.14141610223064785,0.2193846483471148,0.017213598018134525,0.026051162738671828,0.007874632274806769,0.0025950492723795034,0.07647565463473563,4.401743844099935,26.576308259912526,0
10176_0_original,0.00879105976266793,0.5892714616144828,0.5892714616144828,0.0016247455694161652,0.04030813279496044,0.13523115563398566,0.19366058020092683,0.026812447303556225,0.024406885829017573,0.005715819733560027,0.001174483506895896,0.04854531828503037,3.1795795422608473,13.932868698731042,0
10177_0_original,0.0074319110668748896,0.7605464353562577,0.7605464353562577,0.0032377003940453897,0.05690079431822889,0.18629429079757284,0.2936930051813819,0.023280402193250997,0.026755852842809364,0.008489837921276049,0.0024048947998344537,0.07603941790360287,4.188360116956447,22.895043174657864,0
10178_0_original,0.0032152843092088383,0.8048156076077249,0.8048156076077249,0.0012005229744145509,0.03464856381460205,0.09488599097358486,0.17905525961643717,0.011029318925645017,0.021409156497130905,0.008914889095200277,0.003646491649981544,0.07969709511079294,6.085063715549036,56.83014698461221,0
10179_0_original,0.015935620483006174,0.5097311589978564,0.5097311589978564,0.0017294615269597307,0.04158679510325039,0.1372471979731591,0.21578776172176076,0.03165509575112538,0.02376930906813123,0.007091643270209506,0.002214740327289404,0.03215847697453049,3.5445722509887214,17.857583883800995,0
1017_0_original,0.005062645510502376,0.8752346905407131,0.8752346905407131,0.0010883458856506868,0.03299008768782961,0.07885441906890396,0.1623021122139505,0.010103226647968654,0.018299571593158915,0.008422724578024855,0.004272882853659355,0.06548025189874834,7.5311189634641424,83.22214296240769,0
10180_0_original,0.010530252640569171,1.177890246850553,1.177890246850553,0.002501005638008749,0.050010055368983036,0.14620949218759066,0.24200190262979024,0.02747942729483769,0.02058142526369951,0.0072482410711289585,0.0026621626156306975,0.047907741524144024,5.281327880442832,47.82627608280467,0
10026_0_original,0.0132584625138312,0.45936409948027007,0.45936409948027007,0.0007177909497797951,0.026791620887505016,0.08669074317146531,0.1322687658664696,0.022481031437952118,0.020424827462780057,0.006017829778190401,0.0019351013970760954,0.024272659142515186,3.50985138181338,20.785470381712997,0
10027_0_original,0.00802038757000887,1.522939648748149,1.522939648748149,0.017156511697224652,0.1309828679531207,0.422685341911378,0.7400540185058826,0.02888199323036233,0.028154047493875907,0.011912618427086945,0.0027852037449245534,0.10287356964687196,4.698442571799639,25.72839307811357,0
10028_0_original,0.007973020038529205,0.480833245127687,0.480833245127687,0.0012964267342651578,0.03600592637698908,0.11789605095702699,0.18463622545144534,0.01819919118974172,0.02514513260478071,0.00768447780226172,0.0024048947998344537,0.06261674925336405,3.9965316353754976,21.822162369487092,0
10029_0_original,0.009089765997604643,0.7949151160506265,0.7949151160506265,0.0021772127113381255,0.046660611990608586,0.13978446343763626,0.23410194342197338,0.025000495782930142,0.021543383183633292,0.007841075603181173,0.0032438115904743796,0.05279583002427266,4.514003728009927,29.837222735653192,0
1002_0_original,0.00223744017747282,0.5751818615349538,0.5751818615349538,0.0009109269074324737,0.03018156568888489,0.07688368187454575,0.15803051901894144,0.00868756391705724,0.019977405174438766,0.009384682497958636,0.004664377355957987,0.08215791769667007,6.249462516556771,54.796966132399916,0
10030_0_original,0.0013121483908178884,0.5639695578425978,0.5639695578425978,0.0006566951059377401,0.025626063020638582,0.017908589183915535,0.12704363547060846,0.002878767084146949,0.014205657654836076,0.009586022527712217,0.005838860862853883,0.038500687911768326,10.577712525881479,136.79168112103147,0
10031_0_original,0.0002574624068654722,1.7380638768889793,1.7380638768889793,0.008800799976619587,0.09381257898927833,0.24802681144359115,0.5198165565165616,0.0007057135901510802,0.024283844699723715,0.011398082795494457,0.004921645171754231,0.1466650261182761,6.464566454685904,51.30292729477715,0
10032_0_original,0.0006631931740022316,0.4852655715189061,0.4852655715189061,0.00014090503502862308,0.01187034266685773,0.021141797189133258,0.05073251046251362,0.0018313257524202207,0.014351069898546997,0.0071251999418351026,0.003948501694611917,0.07845549826064585,12.343152411814888,246.46720238026745,0
10033_0_original,0.00822989424957448,0.6814125808641436,0.6814125808641436,0.0010665602672377725,0.03265823429455078,0.09553828175798043,0.1612065210932918,0.016130731683361252,0.020793950850661626,0.007471952215299605,0.0033444816053511705,0.052739902238229996,5.507548224985482,48.83220606360434,0
10034_0_original,0.008425799221759823,0.5743827770387416,0.5743827770387416,0.0024718318199096053,0.04971752025101016,0.1703625342522991,0.24216792886347446,0.03121404570413313,0.026711110613975235,0.005067057415465152,0.0007606178901801993,0.055704074898491066,3.051147485739276,11.864947006775711,0
10035_0_original,0.0008590172674807712,0.9239158384396041,0.9239158384396041,0.001993959555780592,0.04465377426131628,0.10160064997487213,0.242165432325228,0.0013323228185615726,0.020122817418149686,0.010615093790897194,0.005190098544759007,0.13828704376908535,7.147634271513844,66.71997191212338,0
10036_0_original,0.002558376500380988,0.6881111490260524,0.6881111490260524,0.0014883097460111651,0.038578617730695916,0.10381630298331171,0.20372852888493848,0.006972498984908643,0.022359928859856153,0.009742620328631671,0.004742676256417714,0.09701233766960102,6.289278652329233,52.39223115193412,0
10037_0_original,0.0026466875779160544,0.42285365457049073,0.42285365457049073,0.0005205832087292726,0.02281629261578823,0.06986657374050573,0.11208999578170308,0.010706982513906426,0.02376930906813123,0.006856746568830326,0.0020581425263699513,0.07233699846757866,4.386850984232289,30.75392137458963,0
10038_0_original,0.006150180048705096,0.5013721226834413,0.5013721226834413,0.0012407994020875888,0.03522498264140933,0.11533795390365822,0.17743064921048013,0.019010239432623404,0.025413585977785483,0.0073265399715886845,0.0019015447254504983,0.06120736904508898,3.7591643799917938,19.280759936934274,0
10039_0_original,0.006263486743912109,0.46893433122172834,0.46893433122172834,0.0007247748712417355,0.026921643174994642,0.07784419746127205,0.138502861618025,0.016157672899203387,0.021017661994832272,0.008277312334313934,0.0032102549188487823,0.04010022259258845,4.719830975399968,33.95645107067302,0
1003_0_original,0.004174404762119275,0.8879806167401673,0.8879806167401673,0.0013918183140275281,0.037307081285293926,0.11164555124367379,0.1933649338354028,0.012733866438715586,0.023668639053254437,0.008825404637532019,0.003254997147682912,0.07554725338642744,5.352460989291102,41.49560249358549,0
10040_0_original,0.01452939544817531,0.7984975301784221,0.7984975301784221,0.0034180855223864093,0.0584643953392696,0.1979994192540832,0.28424978401711215,0.03551585516588208,0.025245802619657497,0.005357881902886993,0.001498864665943334,0.05601727050032997,3.389720559157978,16.330231847755517,0
10041_0_original,0.0012407879025056814,0.5538250385757901,0.5538250385757901,5.744120689162232e-05,0.00757899774980982,0.012385849260025525,0.02344915365895258,0.0023109484261632156,0.008758291294280825,0.004653191798749455,0.0029529871030525385,0.044854084406214696,21.934785908395614,939.7792438445988,0
10042_0_original,0.001050197712332157,0.5556578803396408,0.5556578803396408,0.0009661955770327719,0.031083686670547492,0.09127215585855837,0.1531254647069199,0.007811144727494432,0.023131732307244884,0.008087157861768885,0.00319906936164025,0.1107034596928446,5.256688563593405,39.8382231533673,0
10043_0_original,0.008709134701836884,0.5994564161686828,0.5994564161686828,0.0006866844300882552,0.02620466428115909,0.07744774416134083,0.12787310394327267,0.015614487217522136,0.02005570407489849,0.00673370543953647,0.0029418015458440062,0.04023444927909084,5.454976018256753,50.42389554896054,0
10044_0_original,0.006016890471670834,0.5462206547946957,0.5462206547946957,0.0007508517911254567,0.027401674969341868,0.08251114117691329,0.13658088858583511,0.014292466865417151,0.02200199102918312,0.0072482410711289585,0.002572678157962439,0.05272871668102146,5.0214575768134475,41.45822121957355,0
10045_0_original,0.005905862204941723,0.6353144675882768,0.6353144675882768,0.0006891265728328674,0.026251220406542385,0.0678045626030227,0.12073103543502291,0.012617569262451932,0.016722408026755852,0.006700148767910873,0.003131956018389056,0.04659903133074574,7.456444478478106,95.00022092043675,0
10046_0_original,0.0011079994852992525,1.3225250778320097,1.3225250778320097,0.0010810467163186418,0.032879274875195194,0.049689346255804547,0.09935930942562557,0.004272831592771233,0.00892607465240881,0.004127470609948435,0.002304224784957663,0.09864542902204673,18.583463510564048,484.92988410849836,0
10047_0_original,0.01704983837555974,1.173531842661616,1.173531842661616,0.008376259977700912,0.09152190982328172,0.2587844867142877,0.5064461583940918,0.03792235807399858,0.022606011118443865,0.010301898189058288,0.004530150669455599,0.05850046420062415,5.130909307574723,34.081159051801855,0
10048_0_original,0.007664432788829506,0.5634005274171118,0.5634005274171118,0.0025789751950870505,0.05078361148133372,0.18355478446914733,0.25020448272445717,0.022034154702713877,0.03143141575597588,0.00549210858938938,0.0006935045469290053,0.08803033523114955,3.280960419052725,12.776093356612256,0
10049_0_original,0.005871520851203241,0.5403934448967521,0.5403934448967521,0.0007847512483624264,0.02801341193718513,0.08265508684724833,0.1413152163440758,0.01419162417906476,0.02167760987013568,0.00810952897618595,0.003456337177436494,0.05111799644299281,5.045058729622944,37.530569303442896,0
1004_0_original,0.006045806571626602,0.5166132847039636,0.5166132847039636,0.0009565360126380753,0.030927916396648436,0.0885461603363254,0.15901476159667552,0.015577209803757002,0.02087224975112135,0.008523394592901645,0.003523450520687688,0.0508048008411539,5.130539665934654,38.25311120220792,0
10050_0_original,0.013364282181376308,1.196021771799625,1.196021771799625,0.0023257186868717154,0.04822570566483932,0.14483733183012468,0.2288111373366136,0.028375918746933248,0.019831992930727845,0.006230355365152515,0.0025614926007539065,0.045100166664802405,5.243851123080679,49.67196600325817,0
10051_0_original,0.005595087996313773,0.6781920945661637,0.6781920945661637,0.0007703798671522593,0.027755717738013178,0.06312051865169525,0.13290270506901306,0.01163167058965723,0.016532253554210802,0.007964116732475029,0.004496593997830002,0.043444704197939624,7.606026385147009,85.10442276691867,0
10103_0_original,0.010624535146357101,0.5879366927538555,0.5879366927538555,0.0012269564245482735,0.035027937771845395,0.10804680971039464,0.17352806175953986,0.022957069090618856,0.021073589780874934,0.0070804577130009734,0.0026174203867965684,0.03930604803078265,4.299220750619326,29.517261096459244,0
10104_0_original,0.000423879860926768,1.5461579951092284,1.5461579951092284,0.009339089205846446,0.09663896318693846,0.24000458216154313,0.5864880131739499,0.005853834518496657,0.022169774387311103,0.013299627520944955,0.00549210858938938,0.15337636044339548,6.11679170455678,43.51290339587298,0
10105_0_original,0.006575759355863767,0.5421033000697824,0.5421033000697824,0.00039273824667850494,0.019817624647734778,0.05510541592694364,0.10056256176981641,0.011268938160101005,0.019462869542846276,0.00816545676222861,0.003489893849062091,0.036990637688616455,6.083418379730155,62.67367946280814,0
10106_0_original,0.0133164864196565,0.653444264180299,0.653444264180299,0.005050808312509905,0.07106903905717246,0.23626891848130419,0.30777970960871687,0.06169725468697002,0.02053668303486538,0.0018679880538249012,0.00011185557208532343,0.024373329157391977,2.111959257680436,4.924691502891213,0
10107_0_original,0.0033824173275981933,0.41659993745425966,0.41659993745425966,0.0005466685400898276,0.02338094395206976,0.05764615133322255,0.12193550283116954,0.008381044997060908,0.01942931287122068,0.009351125826333039,0.0051006140870907485,0.054652632520889026,6.568928486366524,57.705480915018626,0
10108_0_original,0.008187255672011123,0.8014279254494036,0.8014279254494036,0.0009186924271672607,0.030309939412134442,0.0879889553676019,0.14374672644932104,0.018325190970764085,0.019082560597756176,0.0062527264795695795,0.0026174203867965684,0.04077135602510039,5.559598568861409,59.486635907518234,0
10109_0_original,0.007077747315335591,0.7345730032592084,0.7345730032592084,0.002301653338163349,0.047975549378442235,0.14918309868406704,0.25008285565999105,0.018500231258479095,0.024574669187145556,0.008657621279404034,0.0029194304314269417,0.07658751020682095,4.6716150882815555,29.931512713855412,0
1010_0_original,0.015848340124290178,1.055345160421868,1.055345160421868,0.0030194121727542714,0.0549491780898884,0.17094433755954247,0.27028831985606094,0.035922162418254744,0.02158812541246742,0.006677777653493809,0.0024272659142515183,0.040603572666972405,4.323575235003084,30.30354464021351,0
10110_0_original,0.0036017644664358976,0.8337173383100365,0.8337173383100365,0.0010806583960482456,0.03287336910096447,0.09786179804240122,0.17115035012173263,0.009378932508904316,0.023601525710003245,0.008814219080323486,0.0035010794062706233,0.09360074272099865,5.405741647434032,42.77695762899836,0
10111_0_original,0.009848159081526317,0.9278043748920267,0.9278043748920267,0.0022784346356460317,0.04773295125640181,0.1317122789849081,0.22287830754586174,0.02523745624606225,0.017762664847149362,0.0072034988422948285,0.0038590172369436584,0.04723660809163208,5.648427698271912,50.48019881950207,0
10112_0_original,0.00679902081525162,0.9591293978110939,0.9591293978110939,0.004463532256981472,0.06680967188200726,0.20460030005460508,0.3448604281697525,0.024936135802768447,0.024843122560150335,0.008679992393821098,0.003378038276976768,0.07956286842429056,4.624478259938635,28.439701038144722,0
10113_0_original,0.0010908146683672052,0.4885421736465324,0.4885421736465324,0.00039633415244926846,0.019908142867913835,0.055016793910044534,0.09657297557301255,0.0040197647938495645,0.022024362143600183,0.007941745618057964,0.0034451516202279615,0.09767228554490442,6.8362279825973555,70.08511625683566,0
10114_0_original,0.006112057951828891,1.2761679437659053,1.2761679437659053,0.0022163734894528084,0.04707837602820225,0.1329820418256884,0.2358843225872298,0.020085245272731762,0.021017661994832272,0.008031230075726222,0.0030760282323463945,0.0616995335622644,5.7895854967047224,53.91316790815866,0
10115_0_original,0.0033568031581675934,0.38380233988621076,0.38380233988621076,0.00022724636678840522,0.015074692925177787,0.042869032225824825,0.07169467616553672,0.0068225495036296465,0.020559054149282448,0.006946231026498585,0.0029418015458440062,0.05655417724633953,6.379797783678052,70.49812037080618,0
10116_0_original,0.004775755719598704,0.4947640860068906,0.4947640860068906,0.0008102005907338664,0.0284640227433486,0.0728480168828768,0.16109828050020505,0.01040036957902567,0.021610496526884487,0.01083880493506784,0.004418295097370275,0.05825438194203644,5.878693626699175,45.909726213540246,0
10117_0_original,0.003007380626777503,0.6339547689297413,0.6339547689297413,0.004488538703638912,0.0669965574013987,0.1877558366774261,0.38556192596112504,0.01978817088606781,0.023523226809543517,0.010514423776020403,0.005447366360555251,0.10143063276697128,4.597568062087411,26.234959684221838,0
10118_0_original,0.003691283139428631,0.5464285250806589,0.5464285250806589,0.0006977742678374562,0.02641541723761819,0.07303757141980124,0.13088700381417698,0.012035685068009734,0.01980962181631078,0.00806478674735182,0.0035793783067303497,0.055200724824107116,5.930057963322447,55.700874344210284,0
10119_0_original,0.004137798320187968,0.49752372917254994,0.49752372917254994,0.0002977881626793952,0.017256539707583184,0.05011599507973811,0.08228916474583137,0.008237769183454213,0.019451683985637746,0.006990973255332714,0.0030089148890952004,0.05920515430476169,5.815457842445894,62.01733429416481,0
1011_0_original,0.006705236217905098,0.8545612396509152,0.8545612396509152,0.002200476723597039,0.04690923921358178,0.1338201030288762,0.23158854321841454,0.018785004619032486,0.020614981935325107,0.007863446717598237,0.0035346360778962206,0.07221395733828481,5.366832318076268,43.68791457739707,0
10120_0_original,0.004838413511018169,0.7556310784224024,0.7556310784224024,0.0012908382078942724,0.03592823691602849,0.09008067830040238,0.18369763086195437,0.009783220426968569,0.019630652900974262,0.009060301338911197,0.004709119584792116,0.07544658337155065,6.838295158803169,65.0459478806546,0
10121_0_original,0.00806502819824574,0.6924378260643479,0.6924378260643479,0.0007458462974445092,0.027310186697357255,0.07801453903337316,0.1410590049769719,0.01335176440740917,0.020614981935325107,0.008411539020816322,0.003523450520687688,0.04902629724499726,5.819929747649922,54.093480473937966,0
10122_0_original,0.011118869694760006,0.4332864583124144,0.4332864583124144,0.0012230817058862375,0.03497258506153409,0.11726645503995195,0.17029911071974746,0.02733809138599304,0.023042247849576626,0.005447366360555251,0.0013981946510665429,0.03298620820796188,3.1030187691746534,13.972441642320387,0
10123_0_original,0.011079722124181205,0.8029291047932277,0.8029291047932277,0.0006257705287902659,0.025015405829013966,0.08075761569910571,0.112602802692484,0.01996680972422401,0.019451683985637746,0.0036241205355644793,0.001174483506895896,0.026912450643728818,4.957666127179516,69.67585624204362,0
10124_0_original,0.003492253265974422,0.2991631491799459,0.2991631491799459,9.65219879618702e-05,0.009824560446242376,0.028865857768138485,0.04867422836522536,0.005771436086613006,0.0199550340600217,0.007483137772508137,0.003165512690014653,0.03971991364749835,5.66684065729971,60.35752921625666,0
10125_0_original,0.0023427330721556387,0.5909345141841111,0.5909345141841111,0.00030197538493483857,0.017377438963634386,0.03939466134980229,0.07850507826608512,0.004717684522819142,0.01636447019608282,0.007416024429256944,0.003780718336483932,0.07017818592633192,10.064463977886202,175.4887409892009,0
10126_0_original,0.002691226678875798,0.544876959703309,0.544876959703309,0.0009116327198013795,0.030193256197392482,0.0948387622588809,0.16000047212338064,0.008380464669792472,0.026476213912596056,0.009239270254247716,0.0029194304314269417,0.09345533047728773,4.955238259037212,33.15238404957892,0
10127_0_original,0.01404470929717487,0.9992814693708982,0.9992814693708982,0.004684693841006165,0.06844482333241986,0.22160012817395267,0.33735116268372467,0.03997039514044645,0.023713381282088566,0.006890303240455923,0.0019127302826590306,0.05448484916276104,3.8100299312888986,21.123373006918722,0
10128_0_original,0.006817030253783851,0.6997487323002759,0.6997487323002759,0.000641412455374901,0.025326121996367724,0.07791367161965504,0.1227296377531943,0.013136925794702277,0.02206910437243431,0.00663303542465968,0.0027180904016733593,0.054305880247424526,5.527749664226036,57.70761624454628,0
10052_0_original,0.003988552770584538,0.4290564207836939,0.4290564207836939,0.0007361287749153483,0.027131693181874004,0.08370100754468861,0.14337015984888696,0.009442798821214935,0.02482075144573327,0.008881332423574681,0.0031766982472231854,0.07831008601693494,5.024123249043961,34.92948368626819,0
10053_0_original,0.004930918793812074,1.6607005828298036,1.6607005828298036,0.005269940871785619,0.07259435840191453,0.16125005091816833,0.333888847475255,0.01790942009984217,0.01631972796724869,0.007852261160389704,0.00429525396807642,0.08612879050569903,8.015379366588563,93.15317595804191,0
10054_0_original,0.008718312455794216,0.979634340211178,0.979634340211178,0.0020463735969246787,0.04523686104190562,0.13960353669524017,0.21978608084840376,0.02862351225331771,0.021867764342680732,0.006677777653493809,0.002382523685417389,0.043086766367266584,4.398239044650274,32.88740637497135,0
10055_0_original,0.005806809290744867,0.8848261570537777,0.8848261570537777,0.002572863249685569,0.05072339942950954,0.15732331992218476,0.27245656008277913,0.017083887631869802,0.02525698817686603,0.009574836970503686,0.0029529871030525385,0.08296327781568438,4.817728826603984,31.61788038926008,0
10056_0_original,0.0036893355029522954,1.3487825161889933,1.3487825161889933,0.002087792469851481,0.045692367741795574,0.09639691754273418,0.2112659843584272,0.007618940232990477,0.01637565575329135,0.007852261160389704,0.004049171709488708,0.08910414872316864,9.655170351891295,141.00623524309032,0
10057_0_original,0.004016764492319325,0.4830007555484993,0.4830007555484993,0.000251815173606766,0.015868685314378315,0.0440587162484283,0.07218394958449308,0.009065895354070638,0.017527768145770183,0.006230355365152515,0.002650977058422165,0.04122996387065021,6.517121912139611,79.39890497950314,0
10058_0_original,0.012756276632026959,0.8938564826546154,0.8938564826546154,0.003784191177364064,0.06151577990535489,0.192765343302544,0.31618311428864154,0.03214813087459342,0.023333072336998467,0.00812071453339448,0.002774018187716021,0.05643113611704567,4.210172879728137,24.79189357734886,0
10059_0_original,0.004298509577187873,1.131959416450531,1.131959416450531,0.0026451371296164947,0.05143089664410387,0.12400255347644397,0.2534115878393292,0.013243177195460816,0.01795281931969441,0.008433910135233386,0.00429525396807642,0.08240399995525777,7.326577942814115,78.20691169982089,0
1005_0_original,0.0035587444890244186,0.6054585255116245,0.6054585255116245,0.0008453417304457976,0.02907476105569567,0.08209375396670333,0.13711123947399045,0.012711425985892243,0.01986554960235344,0.007013344369749779,0.0027963893021330857,0.06329906824308452,5.917555173807491,57.67083741658829,0
10060_0_original,0.010109681802465334,1.039615465531141,1.039615465531141,0.0029456620787143128,0.054273953962414724,0.1661832394345833,0.2651343302274578,0.024997833289334925,0.02248296998915001,0.0073712822004228145,0.003523450520687688,0.06458540732206575,4.81170323188502,33.75217627568152,0
10061_0_original,0.008730662053549306,1.016607330227664,1.016607330227664,0.0012420103365948258,0.03524216702467125,0.10402589150764296,0.16369962053536688,0.020641681071753255,0.019563539557723067,0.005603964161474704,0.0021699980984552746,0.043444704197939624,5.987159376112262,72.27931711505994,0
10062_0_original,0.012723203252315293,0.6896989342329001,0.6896989342329001,0.0028018547976858816,0.05293254951054107,0.1731904230563371,0.26719727493470546,0.033412634965170884,0.024127246898804265,0.0069574165837071175,0.0017002046956969162,0.04860124607107303,3.516229058412713,17.24258973580887,0
10063_0_original,0.0037004657349693636,0.4376669384194524,0.4376669384194524,0.0005601349465821339,0.02366717022759869,0.07696930239012474,0.11924314674288432,0.011534511621531723,0.025380029306159888,0.007259426628337491,0.001923915839867563,0.06742653885303296,4.0466905095662336,24.490821133243262,0
10064_0_original,0.004831199345242969,0.5398873058762151,0.5398873058762151,0.0012528491919171006,0.03539560978309458,0.11258790377860371,0.18647335511549987,0.012209753283769328,0.025614926007539066,0.009037930224494133,0.002997729331886668,0.08111766087627655,4.708691629383948,29.492079873159938,0
10065_0_original,0.0023703665704376954,0.4493779481219949,0.4493779481219949,0.00038655516017266936,0.019661006082412703,0.053475196193683884,0.08515989412175679,0.008415245982563426,0.017393541459267792,0.005480923032180848,0.002740461516090424,0.06801937338508518,6.607110639941629,75.48447694627366,0
10066_0_original,0.002457673936973206,0.32283821637588533,0.32283821637588533,0.000232099746237026,0.015234820190505236,0.03994000129696878,0.08312105339878541,0.005826786590835731,0.020972919765998143,0.010011073701636447,0.004507779555038534,0.05699041397747229,5.982646315584155,49.373823643743435,0
10067_0_original,0.010092809892391764,0.8841759463316236,0.8841759463316236,0.003477186379510428,0.05896767232569408,0.18603024833809254,0.2975515582057097,0.028287429610763408,0.024216731356472523,0.007762776702721446,0.002829945973758683,0.06621849867451148,4.249904963325642,25.280247390585533,0
